loc_x,loc_y,minutes_remaining,shot_distance,shot_made_flag,shot_id
-128,232,5,26,1,14331
140,131,3,19,0,14332
-66,81,11,10,1,14333
-168,187,2,25,0,14334
0,0,2,0,0,14335
132,-36,4,13,1,14336
-237,4,5,23,0,14337
-82,95,11,12,1,14338
-184,42,9,18,1,14339
-161,150,2,22,0,14340
-166,145,11,22,0,14341
-131,108,8,16,0,14342
-89,68,7,11,0,14343
0,0,1,0,1,14344
159,124,7,20,1,14345
-106,37,5,11,0,14346
0,0,3,0,0,14347
89,243,5,25,0,14348
141,17,5,14,1,14349
0,0,9,0,0,14350
-48,91,10,10,1,14351
-152,206,3,25,1,14352
-153,190,3,24,1,14353
0,0,11,0,1,14354
143,93,11,17,1,14355
156,210,8,26,0,14356
-192,155,7,24,0,14357
-233,-13,0,23,0,14358
-4,4,3,0,1,14359
-122,31,9,12,0,14360
-58,105,8,11,1,14361
0,0,6,0,0,14362
64,174,0,18,0,14363
184,186,1,26,1,14364
6,0,6,0,1,14365
163,243,6,29,1,14366
141,100,7,17,0,14367
0,0,6,0,1,14368
195,139,3,23,1,14369
-145,21,2,14,0,14370
163,-44,2,16,0,14371
-2,20,5,2,1,14372
-122,113,6,16,0,14373
0,0,5,0,1,14374
-126,68,7,14,1,14375
-96,223,4,24,0,14376
0,0,1,0,0,14377
165,121,8,20,0,14378
161,15,0,16,1,14379
72,42,2,8,0,14380
-182,186,9,26,0,14381
0,0,3,0,1,14382
-42,70,4,8,1,14383
163,23,9,16,0,14384
0,0,4,0,0,14385
-194,161,1,25,0,14386
98,109,6,14,0,14387
0,0,7,0,1,14388
2,4,2,0,1,14389
-95,37,3,10,1,14390
0,0,2,0,1,14391
235,66,0,24,0,14392
130,-2,10,13,0,14393
0,0,9,0,1,14394
0,0,10,0,1,14395
0,0,6,0,1,14396
-21,71,1,7,1,14397
180,184,0,25,1,14398
0,0,8,0,0,14399
-122,-6,8,12,0,14400
-157,99,1,18,0,14401
-181,25,5,18,0,14402
-109,148,2,18,1,14403
159,40,3,16,1,14404
0,0,10,0,1,14405
0,0,0,0,0,14406
0,0,8,0,0,14407
-108,15,3,10,0,14408
-20,23,4,3,1,14409
0,0,5,0,1,14410
-12,55,9,5,1,14411
0,0,4,0,0,14412
132,25,3,13,1,14413
0,0,6,0,0,14414
0,0,3,0,1,14415
-103,184,0,21,0,14416
159,74,3,17,0,14417
117,-5,11,11,0,14418
0,0,6,0,1,14419
1,206,11,20,1,14420
53,69,1,8,0,14421
0,0,7,0,1,14422
85,2,3,8,0,14423
-33,22,7,3,0,14424
6,4,9,0,1,14425
-48,53,0,7,1,14426
-99,230,0,25,0,14427
0,0,10,0,1,14428
0,0,7,0,1,14429
154,-6,3,15,1,14430
-120,114,1,16,1,14431
-162,118,0,20,1,14432
38,13,5,4,1,14433
-38,9,6,3,0,14434
80,10,2,8,1,14435
164,219,1,27,0,14436
-136,-3,3,13,1,14437
40,37,7,5,0,14438
0,0,6,0,1,14439
-198,0,9,19,1,14440
-139,58,7,15,1,14441
-1,0,0,0,1,14442
13,61,11,6,0,14443
-109,-21,7,11,1,14444
-106,57,9,12,0,14445
166,115,11,20,1,14446
-194,142,3,24,0,14447
78,132,0,15,0,14448
165,197,4,25,0,14449
0,0,11,0,1,14450
-220,157,8,27,1,14451
-130,93,0,15,0,14452
-139,228,0,26,0,14453
-110,102,7,15,0,14454
-138,108,6,17,1,14455
-21,17,3,2,0,14456
-119,116,2,16,0,14457
-237,0,8,23,0,14458
0,80,3,8,1,14459
-199,184,0,27,0,14460
47,61,6,7,0,14461
115,186,5,21,1,14462
0,0,2,0,1,14463
10,263,0,26,0,14464
87,175,3,19,1,14465
56,149,6,15,1,14466
10,220,10,22,0,14467
70,156,4,17,0,14468
223,15,5,22,0,14469
-172,187,7,25,0,14470
-168,205,0,26,0,14471
0,0,7,0,1,14472
62,172,5,18,1,14473
0,0,1,0,1,14474
0,0,3,0,1,14475
238,5,6,23,1,14476
0,0,7,0,1,14477
-119,21,9,12,0,14478
-227,156,1,27,0,14479
0,0,7,0,1,14480
-18,6,4,1,0,14481
21,25,8,3,1,14482
0,0,6,0,1,14483
69,200,1,21,0,14484
-67,148,7,16,0,14485
-79,206,5,22,0,14486
80,187,7,20,1,14487
-52,255,1,26,1,14488
225,110,6,25,0,14489
13,47,3,4,1,14490
90,192,9,21,1,14491
167,-19,5,16,0,14492
0,0,3,0,1,14493
0,0,3,0,1,14494
1,20,4,2,0,14495
192,154,8,24,0,14496
138,150,4,20,1,14497
154,30,7,15,0,14498
-74,151,7,16,0,14499
90,263,6,27,0,14500
0,0,5,0,0,14501
-51,101,5,11,1,14502
55,97,10,11,0,14503
136,37,2,14,0,14504
227,-14,7,22,0,14505
83,78,2,11,0,14506
0,0,7,0,0,14507
12,12,11,1,0,14508
0,82,7,8,1,14509
87,236,1,25,0,14510
135,142,5,19,0,14511
0,0,4,0,1,14512
-108,183,0,21,0,14513
-149,148,10,21,1,14514
0,0,0,0,0,14515
184,173,5,25,1,14516
166,181,3,24,1,14517
0,0,3,0,1,14518
174,207,0,27,0,14519
0,0,10,0,0,14520
0,0,0,0,0,14521
29,11,10,3,1,14522
0,0,11,0,0,14523
-185,163,2,24,0,14524
223,106,5,24,0,14525
-7,110,10,11,0,14526
-7,3,10,0,1,14527
1,243,0,24,1,14528
-18,93,0,9,0,14529
15,22,6,2,0,14530
-190,205,3,27,1,14531
0,0,6,0,1,14532
-69,207,5,21,1,14533
130,-18,8,13,0,14534
-30,115,7,11,1,14535
29,119,8,12,1,14536
112,166,9,20,1,14537
164,189,4,25,1,14538
114,25,9,11,1,14539
89,59,5,10,1,14540
-111,93,3,14,0,14541
-13,0,5,1,1,14542
0,0,10,0,0,14543
163,183,2,24,0,14544
189,176,5,25,0,14545
15,22,2,2,0,14546
-109,230,0,25,1,14547
-138,241,9,27,0,14548
-146,217,0,26,0,14549
0,0,3,0,0,14550
153,8,8,15,1,14551
0,0,2,0,1,14552
23,81,6,8,0,14553
-152,28,4,15,1,14554
97,102,0,14,0,14555
110,163,5,19,0,14556
0,0,0,0,1,14557
132,30,4,13,0,14558
-54,257,3,26,1,14559
-66,184,4,19,1,14560
0,34,3,3,1,14561
-146,146,10,20,0,14562
0,0,10,0,1,14563
0,0,7,0,1,14564
45,45,2,6,1,14565
-143,100,9,17,0,14566
-85,-5,0,8,1,14567
0,0,6,0,1,14568
125,162,3,20,1,14569
0,0,3,0,1,14570
-59,33,3,6,0,14571
20,3,3,2,1,14572
209,22,5,21,0,14573
212,129,2,24,1,14574
-117,175,10,21,1,14575
209,169,1,26,1,14576
136,58,7,14,0,14577
0,254,3,25,0,14578
43,207,11,21,1,14579
117,160,10,19,1,14580
0,0,0,0,1,14581
17,135,3,13,1,14582
226,78,2,23,1,14583
0,0,10,0,1,14584
84,69,0,10,1,14585
0,0,10,0,1,14586
-107,-2,0,10,1,14587
228,22,0,22,0,14588
5,198,9,19,0,14589
100,158,11,18,1,14590
0,0,5,0,0,14591
-232,102,7,25,0,14592
0,0,8,0,0,14593
1,144,3,14,1,14594
-41,186,2,19,0,14595
162,25,3,16,0,14596
-158,0,0,15,1,14597
59,118,7,13,1,14598
0,0,7,0,0,14599
151,205,10,25,0,14600
-136,31,10,13,0,14601
108,145,2,18,1,14602
0,0,9,0,0,14603
-159,252,0,29,0,14604
171,189,6,25,1,14605
-174,219,0,27,0,14606
108,224,8,24,1,14607
3,104,7,10,0,14608
-5,271,0,27,0,14609
-16,203,4,20,0,14610
94,158,3,18,1,14611
23,0,2,2,1,14612
-159,46,6,16,1,14613
113,156,0,19,0,14614
-150,200,1,25,0,14615
-141,7,10,14,1,14616
-49,115,1,12,0,14617
158,216,0,26,0,14618
230,104,4,25,0,14619
18,6,9,1,1,14620
-194,159,3,25,0,14621
-122,94,5,15,1,14622
122,72,1,14,0,14623
-162,101,4,19,0,14624
1,1,5,0,1,14625
-101,25,1,10,0,14626
-2,-3,5,0,1,14627
5,196,11,19,1,14628
-166,10,3,16,0,14629
83,135,5,15,0,14630
79,36,4,8,0,14631
-153,67,2,16,1,14632
-103,153,9,18,1,14633
-119,-12,5,11,1,14634
209,3,0,20,0,14635
226,34,3,22,0,14636
-148,114,10,18,1,14637
-103,233,11,25,1,14638
-37,67,0,7,1,14639
0,0,5,0,1,14640
61,170,5,18,1,14641
16,0,10,1,1,14642
0,0,2,0,1,14643
-108,255,2,27,0,14644
136,36,4,14,0,14645
103,83,4,13,1,14646
0,0,7,0,0,14647
9,7,8,1,1,14648
160,107,7,19,0,14649
-195,199,2,27,1,14650
151,30,9,15,0,14651
-36,282,0,28,0,14652
71,255,4,26,0,14653
7,170,5,17,1,14654
-198,97,7,22,0,14655
23,131,8,13,0,14656
0,0,6,0,1,14657
-42,209,6,21,1,14658
-214,164,1,26,0,14659
0,0,0,0,1,14660
78,280,8,29,0,14661
20,12,10,2,1,14662
81,195,0,21,0,14663
136,-16,2,13,1,14664
-165,123,5,20,0,14665
64,105,8,12,1,14666
-71,238,6,24,1,14667
-23,4,6,2,1,14668
-162,-8,9,16,1,14669
161,-9,1,16,0,14670
0,0,4,0,1,14671
144,205,10,25,0,14672
-179,184,1,25,0,14673
-113,143,9,18,0,14674
-56,48,5,7,0,14675
23,19,11,2,0,14676
-108,23,5,11,0,14677
0,0,9,0,1,14678
0,0,11,0,1,14679
195,125,2,23,0,14680
0,0,11,0,1,14681
-109,76,2,13,0,14682
8,51,6,5,1,14683
192,166,9,25,0,14684
141,0,2,14,0,14685
-98,162,6,18,0,14686
-189,184,3,26,0,14687
-92,179,3,20,0,14688
71,263,1,27,0,14689
0,0,0,0,0,14690
-108,219,9,24,0,14691
89,45,2,9,0,14692
132,112,11,17,0,14693
-146,130,5,19,1,14694
-7,201,1,20,0,14695
-15,12,5,1,1,14696
114,241,5,26,0,14697
-39,263,2,26,0,14698
92,129,4,15,0,14699
-192,176,3,26,1,14700
11,241,5,24,0,14701
188,140,0,23,1,14702
-173,12,7,17,0,14703
0,0,0,0,0,14704
44,42,2,6,0,14705
22,0,3,2,0,14706
-151,150,5,21,0,14707
0,0,1,0,1,14708
9,15,11,1,0,14709
39,132,1,13,1,14710
0,0,1,0,1,14711
-33,63,0,7,1,14712
123,158,8,20,0,14713
-177,120,3,21,0,14714
-80,250,0,26,0,14715
222,41,0,22,1,14716
-79,17,6,8,0,14717
-107,4,8,10,0,14718
0,0,3,0,1,14719
0,0,10,0,0,14720
-223,22,8,22,1,14721
0,0,9,0,1,14722
-174,48,2,18,0,14723
168,134,9,21,1,14724
117,216,2,24,1,14725
0,0,5,0,1,14726
-52,238,10,24,1,14727
-176,197,10,26,1,14728
-115,23,0,11,0,14729
24,244,3,24,0,14730
144,0,10,14,0,14731
-140,13,8,14,0,14732
61,187,11,19,1,14733
3,66,10,6,1,14734
43,19,7,4,1,14735
-122,220,2,25,1,14736
-54,55,6,7,0,14737
74,77,1,10,0,14738
-78,252,2,26,0,14739
-75,233,8,24,0,14740
0,0,3,0,1,14741
-12,274,0,27,0,14742
-92,153,2,17,1,14743
200,184,11,27,0,14744
41,41,5,5,0,14745
111,25,8,11,1,14746
212,192,4,28,1,14747
0,0,9,0,1,14748
6,12,7,1,1,14749
0,14,7,1,1,14750
131,141,3,19,1,14751
136,216,1,25,0,14752
-16,13,8,2,1,14753
-187,332,0,38,0,14754
110,238,4,26,0,14755
0,0,1,0,0,14756
110,45,7,11,0,14757
73,-25,1,7,0,14758
-152,3,1,15,0,14759
12,66,5,6,0,14760
155,26,9,15,0,14761
158,10,4,15,1,14762
-99,245,2,26,1,14763
0,0,1,0,1,14764
-122,140,11,18,0,14765
119,179,7,21,1,14766
16,128,8,12,1,14767
-223,-11,9,22,1,14768
89,228,4,24,0,14769
0,0,0,0,0,14770
118,0,10,11,0,14771
34,159,0,16,1,14772
-122,15,11,12,1,14773
116,135,2,17,1,14774
0,0,8,0,0,14775
-3,48,1,4,1,14776
-119,-3,3,11,0,14777
108,161,11,19,0,14778
0,0,10,0,1,14779
233,37,2,23,0,14780
-166,55,0,17,0,14781
8,95,2,9,1,14782
-59,122,11,13,1,14783
90,17,10,9,0,14784
151,33,10,15,1,14785
-166,58,5,17,1,14786
-184,205,0,27,1,14787
136,229,3,26,0,14788
108,69,3,12,1,14789
130,-23,0,13,1,14790
48,33,4,5,1,14791
167,194,5,25,1,14792
100,16,0,10,0,14793
-34,44,7,5,0,14794
9,-6,3,1,1,14795
-54,112,10,12,0,14796
234,82,9,24,1,14797
0,0,2,0,1,14798
-48,16,1,5,1,14799
19,2,8,1,0,14800
-108,-21,9,11,0,14801
-5,186,4,18,0,14802
-228,111,3,25,0,14803
0,0,6,0,1,14804
-157,200,8,25,1,14805
-136,36,0,14,0,14806
0,0,5,0,0,14807
212,93,2,23,0,14808
33,68,2,7,0,14809
0,0,9,0,0,14810
0,0,9,0,0,14811
-43,49,9,6,1,14812
-131,112,1,17,1,14813
102,253,4,27,0,14814
103,20,2,10,0,14815
132,213,1,25,0,14816
0,0,0,0,1,14817
-5,9,9,1,1,14818
20,124,8,12,1,14819
0,0,10,0,0,14820
62,252,7,25,1,14821
0,0,2,0,0,14822
0,0,5,0,0,14823
-172,174,9,24,1,14824
0,0,1,0,1,14825
69,85,6,10,0,14826
-23,173,3,17,0,14827
63,171,3,18,0,14828
-3,49,7,4,0,14829
-44,54,4,6,0,14830
144,146,7,20,0,14831
8,66,10,6,0,14832
125,206,1,24,1,14833
0,127,5,12,1,14834
0,0,8,0,1,14835
-168,21,0,16,0,14836
39,80,9,8,0,14837
-85,114,5,14,0,14838
153,238,8,28,0,14839
-94,229,0,24,0,14840
-145,9,7,14,0,14841
-21,35,9,4,0,14842
-120,44,3,12,1,14843
17,96,11,9,0,14844
144,225,10,26,1,14845
-96,124,10,15,1,14846
-69,132,0,14,0,14847
0,0,8,0,1,14848
43,57,5,7,0,14849
223,65,7,23,0,14850
-16,3,3,1,1,14851
6,247,3,24,0,14852
0,0,4,0,1,14853
18,19,3,2,1,14854
78,60,5,9,0,14855
148,156,5,21,0,14856
0,0,8,0,1,14857
-13,255,0,25,0,14858
57,254,7,26,0,14859
-40,224,7,22,0,14860
176,41,11,18,1,14861
-139,33,3,14,1,14862
-104,53,5,11,0,14863
-98,173,3,19,1,14864
-229,19,0,22,1,14865
144,-23,8,14,1,14866
67,165,2,17,0,14867
171,190,1,25,1,14868
42,44,3,6,1,14869
11,89,0,8,1,14870
0,0,6,0,1,14871
108,110,3,15,0,14872
128,248,3,27,0,14873
108,93,2,14,0,14874
0,183,6,18,0,14875
-119,-3,6,11,1,14876
108,162,9,19,0,14877
0,0,5,0,0,14878
-71,118,0,13,1,14879
0,0,6,0,0,14880
43,260,1,26,0,14881
155,188,9,24,0,14882
62,122,3,13,0,14883
1,250,3,25,1,14884
-63,188,1,19,0,14885
0,0,8,0,0,14886
70,19,2,7,0,14887
-223,20,5,22,1,14888
28,190,2,19,0,14889
-125,171,5,21,0,14890
16,15,4,2,1,14891
-151,230,4,27,1,14892
1,264,4,26,0,14893
103,233,6,25,0,14894
61,151,6,16,0,14895
94,143,6,17,0,14896
-112,179,1,21,1,14897
-56,122,7,13,1,14898
156,5,0,15,0,14899
-180,198,2,26,0,14900
138,-6,5,13,1,14901
0,0,6,0,1,14902
0,0,5,0,1,14903
39,99,8,10,1,14904
-117,156,8,19,1,14905
39,178,4,18,0,14906
0,0,4,0,0,14907
-1,124,7,12,0,14908
24,162,1,16,1,14909
-11,71,7,7,1,14910
-2,87,2,8,1,14911
146,118,11,18,0,14912
153,71,10,16,0,14913
-149,134,8,20,1,14914
212,140,3,25,0,14915
172,107,7,20,0,14916
-71,240,4,25,1,14917
-34,31,8,4,0,14918
0,0,6,0,1,14919
-138,93,2,16,1,14920
226,0,5,22,1,14921
0,0,9,0,1,14922
110,146,3,18,1,14923
0,67,3,6,1,14924
0,0,3,0,1,14925
-4,34,2,3,0,14926
-143,26,1,14,0,14927
29,128,0,13,1,14928
193,164,3,25,0,14929
-71,17,5,7,1,14930
117,219,11,24,0,14931
-164,194,0,25,1,14932
-46,30,8,5,0,14933
159,15,3,15,0,14934
214,127,0,24,0,14935
1,268,10,26,0,14936
-99,64,10,11,1,14937
0,0,1,0,1,14938
189,-6,10,18,1,14939
147,25,2,14,0,14940
0,0,6,0,1,14941
0,0,5,0,1,14942
-81,242,4,25,1,14943
103,158,0,18,0,14944
0,0,10,0,1,14945
135,173,0,21,1,14946
170,194,10,25,0,14947
-56,104,10,11,0,14948
-130,55,0,14,0,14949
2,86,9,8,1,14950
150,208,7,25,1,14951
-166,-10,5,16,0,14952
162,130,7,20,1,14953
153,135,9,20,1,14954
177,14,11,17,0,14955
33,65,2,7,0,14956
-23,106,6,10,1,14957
54,198,5,20,0,14958
32,7,8,3,1,14959
235,28,0,23,0,14960
-141,219,3,26,0,14961
130,219,1,25,0,14962
148,115,6,18,1,14963
-103,145,4,17,1,14964
-105,140,4,17,0,14965
-123,97,4,15,0,14966
1,205,5,20,1,14967
130,159,6,20,0,14968
-147,122,1,19,0,14969
49,163,10,17,1,14970
0,0,3,0,1,14971
146,125,3,19,0,14972
-220,149,4,26,0,14973
138,108,10,17,0,14974
128,-9,3,12,0,14975
0,0,2,0,0,14976
0,0,1,0,0,14977
94,-2,9,9,1,14978
77,173,0,18,0,14979
-76,89,8,11,0,14980
222,13,3,22,0,14981
75,70,5,10,1,14982
-135,143,2,19,0,14983
164,-1,8,16,0,14984
0,0,4,0,1,14985
0,0,3,0,0,14986
-205,174,6,26,0,14987
-27,143,8,14,0,14988
-52,43,0,6,1,14989
0,0,6,0,1,14990
0,0,3,0,1,14991
59,117,10,13,1,14992
-149,-15,4,14,1,14993
-172,204,0,26,0,14994
0,0,7,0,1,14995
0,0,0,0,1,14996
0,9,0,0,1,14997
3,61,7,6,1,14998
214,140,4,25,0,14999
3,-5,8,0,0,15000
-64,184,0,19,0,15001
230,125,0,26,0,15002
65,211,8,22,0,15003
66,10,6,6,1,15004
-138,127,8,18,0,15005
201,144,8,24,0,15006
-120,153,0,19,0,15007
119,209,3,24,0,15008
-197,197,3,27,1,15009
113,82,1,13,1,15010
-76,26,10,8,1,15011
1,48,4,4,0,15012
100,236,0,25,1,15013
-26,68,1,7,0,15014
-117,137,9,18,0,15015
4,-10,8,1,0,15016
159,132,2,20,0,15017
141,224,3,26,0,15018
71,202,5,21,0,15019
-143,252,10,28,1,15020
0,0,8,0,1,15021
-187,8,7,18,0,15022
151,242,6,28,0,15023
126,156,1,20,0,15024
-57,255,3,26,0,15025
0,0,3,0,0,15026
0,0,9,0,0,15027
3,204,9,20,1,15028
25,63,1,6,0,15029
-44,87,0,9,0,15030
-103,248,9,26,1,15031
-85,156,1,17,1,15032
-56,47,2,7,0,15033
8,376,0,37,0,15034
36,99,1,10,0,15035
-130,76,11,15,0,15036
0,0,9,0,1,15037
-5,0,8,0,1,15038
31,37,4,4,1,15039
-158,7,0,15,0,15040
-30,56,8,6,1,15041
132,211,11,24,0,15042
112,-8,4,11,0,15043
-3,248,10,24,0,15044
140,229,1,26,0,15045
-202,56,4,20,0,15046
-105,145,11,17,1,15047
190,53,7,19,1,15048
156,196,9,25,0,15049
210,117,0,24,0,15050
-79,1,8,7,0,15051
103,135,5,16,0,15052
142,93,11,16,0,15053
204,10,1,20,0,15054
167,-31,11,16,0,15055
141,28,4,14,0,15056
161,156,1,22,1,15057
-31,96,0,10,0,15058
0,0,2,0,1,15059
-118,174,6,21,0,15060
7,6,4,0,1,15061
18,42,2,4,1,15062
-138,30,0,14,0,15063
64,138,3,15,0,15064
1,61,7,6,1,15065
228,95,7,24,1,15066
-130,233,0,26,1,15067
39,69,11,7,1,15068
-11,7,5,1,1,15069
-223,115,9,25,0,15070
0,0,5,0,0,15071
-128,56,9,13,1,15072
0,0,5,0,1,15073
161,120,5,20,0,15074
-58,126,6,13,0,15075
105,135,5,17,1,15076
1,67,5,6,0,15077
0,0,3,0,1,15078
39,129,3,13,0,15079
-150,219,11,26,0,15080
-12,91,7,9,1,15081
127,218,5,25,0,15082
-49,196,6,20,1,15083
64,82,9,10,1,15084
0,0,10,0,0,15085
133,55,4,14,0,15086
135,121,10,18,1,15087
-92,11,9,9,1,15088
-220,124,4,25,1,15089
170,9,6,17,0,15090
-141,209,8,25,1,15091
97,11,5,9,1,15092
143,-21,7,14,1,15093
-6,181,0,18,1,15094
108,132,3,17,0,15095
-12,267,4,26,1,15096
59,49,10,7,1,15097
-59,56,6,8,0,15098
-162,32,2,16,0,15099
120,209,11,24,0,15100
-170,106,5,20,0,15101
0,0,0,0,1,15102
-192,117,1,22,0,15103
-158,209,1,26,1,15104
1,33,11,3,0,15105
-123,49,5,13,0,15106
82,210,1,22,0,15107
231,394,0,45,0,15108
0,0,2,0,0,15109
115,161,2,19,0,15110
116,135,9,17,0,15111
202,192,1,27,0,15112
-136,105,0,17,0,15113
-241,12,5,24,0,15114
-48,104,10,11,1,15115
-65,127,1,14,0,15116
130,222,7,25,0,15117
-175,213,1,27,0,15118
48,258,1,26,1,15119
0,0,1,0,0,15120
0,0,3,0,1,15121
-120,56,4,13,0,15122
0,0,1,0,0,15123
0,0,7,0,1,15124
0,0,10,0,0,15125
215,124,0,24,0,15126
-98,36,0,10,1,15127
18,34,6,3,1,15128
44,145,4,15,0,15129
0,0,6,0,1,15130
0,0,11,0,1,15131
153,26,2,15,0,15132
-166,75,10,18,0,15133
0,0,0,0,0,15134
0,0,2,0,1,15135
-12,13,4,1,0,15136
0,0,10,0,1,15137
-166,138,1,21,1,15138
99,157,11,18,0,15139
0,0,9,0,1,15140
110,131,6,17,1,15141
15,6,9,1,1,15142
145,139,0,20,1,15143
16,156,11,15,0,15144
125,231,1,26,0,15145
50,41,7,6,0,15146
200,151,7,25,0,15147
-46,181,6,18,0,15148
-152,-22,7,15,0,15149
0,0,0,0,1,15150
91,168,11,19,1,15151
177,-13,1,17,0,15152
0,0,6,0,1,15153
-62,66,1,9,0,15154
0,0,10,0,0,15155
67,160,4,17,1,15156
114,231,7,25,0,15157
51,7,5,5,0,15158
0,0,7,0,1,15159
89,247,3,26,1,15160
-51,254,0,25,0,15161
-72,56,10,9,1,15162
138,34,10,14,0,15163
0,0,8,0,1,15164
76,3,6,7,1,15165
2,156,5,15,1,15166
103,82,0,13,1,15167
-153,49,7,16,1,15168
108,42,3,11,0,15169
-56,115,9,12,1,15170
0,0,1,0,1,15171
-189,212,6,28,0,15172
100,-16,10,10,0,15173
53,67,0,8,0,15174
-136,69,9,15,0,15175
-98,162,1,18,0,15176
-182,160,3,24,1,15177
120,18,2,12,0,15178
-133,82,2,15,0,15179
9,88,6,8,0,15180
167,76,4,18,0,15181
79,47,3,9,1,15182
20,18,11,2,1,15183
0,0,2,0,1,15184
15,1,8,1,1,15185
0,0,8,0,0,15186
-166,55,2,17,0,15187
220,0,0,22,0,15188
79,115,4,13,0,15189
80,156,2,17,0,15190
-21,4,2,2,0,15191
-161,192,9,25,1,15192
-152,110,7,18,0,15193
234,9,0,23,1,15194
149,219,3,26,1,15195
-123,43,5,13,1,15196
204,72,0,21,0,15197
-155,194,2,24,0,15198
97,116,2,15,0,15199
31,166,11,16,1,15200
-33,17,2,3,0,15201
0,0,7,0,0,15202
-32,313,9,31,0,15203
43,47,6,6,0,15204
-169,176,0,24,0,15205
0,0,4,0,0,15206
-33,13,7,3,0,15207
108,120,2,16,0,15208
-33,158,11,16,1,15209
6,6,9,0,1,15210
49,61,6,7,1,15211
-174,-6,2,17,0,15212
0,0,9,0,1,15213
-176,318,0,36,0,15214
184,58,1,19,1,15215
174,201,6,26,1,15216
100,166,11,19,0,15217
-58,17,4,6,0,15218
0,0,10,0,0,15219
0,0,2,0,1,15220
-151,245,4,28,0,15221
-169,183,0,24,0,15222
0,0,0,0,1,15223
109,131,10,17,1,15224
29,99,3,10,0,15225
151,214,9,26,1,15226
0,0,8,0,0,15227
-13,45,3,4,0,15228
158,33,4,16,1,15229
67,53,1,8,0,15230
-138,122,6,18,1,15231
18,12,0,2,1,15232
-225,99,4,24,1,15233
0,0,2,0,0,15234
-228,58,0,23,0,15235
-35,19,2,3,1,15236
92,155,7,18,0,15237
-144,112,11,18,1,15238
-12,42,7,4,1,15239
100,217,3,23,0,15240
0,0,2,0,0,15241
0,0,4,0,1,15242
0,0,7,0,1,15243
123,144,6,18,0,15244
-112,178,6,21,1,15245
0,0,2,0,1,15246
160,124,1,20,1,15247
-101,170,3,19,1,15248
-128,117,6,17,0,15249
120,114,5,16,0,15250
18,86,4,8,0,15251
167,69,7,18,1,15252
20,22,8,2,0,15253
136,153,4,20,1,15254
-36,95,10,10,0,15255
47,146,11,15,1,15256
-86,93,4,12,0,15257
186,17,5,18,1,15258
134,163,5,21,0,15259
0,0,5,0,1,15260
-157,45,5,16,1,15261
0,0,6,0,0,15262
89,156,7,17,1,15263
-158,123,5,20,0,15264
-95,250,4,26,1,15265
222,115,3,25,0,15266
0,79,5,7,1,15267
0,0,8,0,1,15268
-164,156,7,22,1,15269
164,174,6,23,1,15270
87,181,6,20,1,15271
0,277,0,27,0,15272
-25,34,8,4,0,15273
-152,77,8,17,0,15274
130,71,9,14,1,15275
129,86,2,15,0,15276
-128,89,2,15,0,15277
-77,143,4,16,0,15278
-109,150,5,18,1,15279
0,0,7,0,1,15280
52,135,1,14,1,15281
140,0,1,14,1,15282
0,0,8,0,0,15283
230,31,0,23,0,15284
-108,30,9,11,1,15285
-49,54,6,7,0,15286
-4,26,2,2,1,15287
167,15,1,16,0,15288
126,36,8,13,1,15289
0,0,0,0,1,15290
10,204,9,20,1,15291
125,240,11,27,0,15292
-5,17,3,1,1,15293
-228,9,4,22,0,15294
151,220,10,26,0,15295
-147,190,4,24,1,15296
166,68,3,17,1,15297
119,5,11,11,0,15298
0,0,0,0,1,15299
159,26,6,16,1,15300
75,30,5,8,1,15301
-65,246,0,25,0,15302
-141,172,1,22,1,15303
143,-12,4,14,1,15304
0,0,8,0,1,15305
154,63,6,16,1,15306
102,125,10,16,0,15307
0,0,5,0,1,15308
-38,20,1,4,1,15309
147,214,4,25,0,15310
-29,178,4,18,0,15311
-112,222,2,24,0,15312
232,-26,0,23,0,15313
155,196,10,24,0,15314
-68,30,1,7,1,15315
-8,106,0,10,0,15316
-68,16,4,6,1,15317
61,107,6,12,1,15318
-2,91,1,9,0,15319
161,77,1,17,0,15320
-84,173,2,19,0,15321
-6,118,4,11,0,15322
186,92,5,20,0,15323
-125,41,7,13,1,15324
149,-19,0,15,0,15325
198,-14,1,19,0,15326
-46,244,0,24,0,15327
43,112,8,11,0,15328
182,191,2,26,1,15329
67,12,0,6,0,15330
-78,72,5,10,0,15331
121,104,10,15,0,15332
-18,257,5,25,0,15333
136,144,1,19,1,15334
164,117,11,20,1,15335
-149,39,5,15,0,15336
0,0,4,0,1,15337
10,118,5,11,0,15338
-63,198,9,20,1,15339
-18,29,7,3,0,15340
-156,130,4,20,1,15341
10,9,7,1,1,15342
-169,167,9,23,1,15343
0,0,7,0,0,15344
128,35,8,13,1,15345
0,0,8,0,1,15346
0,0,3,0,1,15347
104,126,9,16,0,15348
74,186,1,20,1,15349
0,0,7,0,1,15350
144,47,1,15,1,15351
0,0,7,0,1,15352
177,7,10,17,1,15353
0,0,11,0,1,15354
0,0,3,0,1,15355
192,181,5,26,0,15356
-1,51,4,5,1,15357
7,57,9,5,0,15358
-117,69,9,13,1,15359
154,48,9,16,1,15360
0,168,10,16,1,15361
-141,66,4,15,0,15362
0,0,0,0,1,15363
123,89,8,15,1,15364
81,89,0,12,0,15365
0,0,11,0,1,15366
58,39,0,6,0,15367
161,547,0,57,0,15368
228,56,0,23,0,15369
-27,249,4,25,1,15370
112,220,4,24,1,15371
